dataset,scenario,data_seed,split_seed,model,feature_count,candidate_edges,selected_edges,refit_seconds,predict_seconds,peak_rss_bytes,accuracy,macro_f1,log_loss,roc_auc_ovr,support_precision,support_recall,support_f1,false_inclusions,false_discovery_proportion,equivalence_precision,equivalence_recall,selection_seconds,selected_c,chosen_q,chosen_pi,base_fit_count,warning_count,tuning_support_size,final_support_size,validation_log_loss,validation_log_loss_se,one_se_ceiling
S03,S03,1277,1277,SC-SHIL,16,680,4,0.003243799990741536,0.00029429999995045364,143888384,0.8714285714285714,0.8713481640310909,0.24964033055990512,0.9613392857142857,1.0,1.0,1.0,0,0.0,,,25.725812199991196,,4.0,0.9,80,0,4.0,4.0,0.2506344701113214,0.020633820414186613,0.271268290525508
S04,S04,1103,1103,L1-full,16,680,137,0.007161299989093095,0.0009634000016376376,126693376,0.8111111111111111,0.8110877886158785,0.551485497235934,0.888395061728395,0.029197080291970802,1.0,0.05673758865248227,133,0.9708029197080292,,,0.12894679998862557,0.25,,,5,0,,,,,
S04,S04,1103,1103,L1-top8,16,680,8,0.003045999997993931,0.0002308000111952424,126738432,0.9055555555555556,0.9054125065685759,0.24937632902898949,0.9641975308641975,0.5,1.0,0.6666666666666666,4,0.5,,,0.12894679998862557,0.25,8.0,,5,0,,,,,
S04,S04,1103,1103,L1-match,16,680,4,0.0028218000079505146,0.0002049999893642962,126758912,0.9166666666666666,0.9166435120866907,0.24406409937821766,0.9665432098765432,1.0,1.0,1.0,0,0.0,,,0.12894679998862557,0.25,4.0,,5,0,,,,,
S04,S04,1103,1103,SHIL-k8,16,680,8,0.005590400018263608,0.00025270000332966447,126763008,0.9055555555555556,0.9054826254826255,0.24319873930000813,0.9686419753086419,0.5,1.0,0.6666666666666666,4,0.5,,,0.21508260001428425,,8.0,,1,0,,,,,
S04,S04,1103,1103,SC-L1,16,680,4,0.003312399989226833,0.00022700001136399806,142475264,0.9166666666666666,0.9166435120866907,0.24406409937821766,0.9665432098765432,1.0,1.0,1.0,0,0.0,,,4.245144399988931,,4.0,0.9,80,0,4.0,4.0,0.21489169760216878,0.02595543070310257,0.24084712830527136
S04,S04,1103,1103,SC-SHIL,16,680,4,0.0024136000138241798,0.00028619999648071826,130363392,0.9166666666666666,0.9166435120866907,0.24406409937821766,0.9665432098765432,1.0,1.0,1.0,0,0.0,,,8.980804800026817,,4.0,0.9,80,0,4.0,4.0,0.21489169760216878,0.02595543070310257,0.24084712830527136
S04,S04,1129,1129,L1-full,16,680,152,0.009456200001295656,0.001732300006551668,129101824,0.7833333333333333,0.7833266458841321,0.6987758489354715,0.8628395061728394,0.02631578947368421,1.0,0.05128205128205127,148,0.9736842105263158,,,0.106203600007575,0.25,,,5,0,,,,,
S04,S04,1129,1129,L1-top8,16,680,8,0.002804400020977482,0.00042070000199601054,129146880,0.9055555555555556,0.9054826254826255,0.23650935878889032,0.9661728395061728,0.5,1.0,0.6666666666666666,4,0.5,,,0.106203600007575,0.25,8.0,,5,0,,,,,
S04,S04,1129,1129,L1-match,16,680,4,0.0029807000246364623,0.0002400000230409205,129159168,0.8944444444444445,0.8944151153098083,0.2182908487816886,0.9727160493827162,1.0,1.0,1.0,0,0.0,,,0.106203600007575,0.25,4.0,,5,0,,,,,
S04,S04,1129,1129,SHIL-k8,16,680,8,0.003329600003780797,0.0003826000029221177,129163264,0.8888888888888888,0.8888751697740461,0.22758162785176192,0.969753086419753,0.5,1.0,0.6666666666666666,4,0.5,,,0.1760525999998208,,8.0,,1,0,,,,,
S04,S04,1129,1129,SC-L1,16,680,4,0.0037700000102631748,0.00037399999564513564,146092032,0.8944444444444445,0.8944151153098083,0.2182908487816886,0.9727160493827162,1.0,1.0,1.0,0,0.0,,,4.630127200012794,,4.0,0.9,80,0,4.0,4.0,0.28605382139391083,0.03656732079456919,0.32262114218848004
S04,S04,1129,1129,SC-SHIL,16,680,4,0.0031905000214464962,0.0004424000217113644,134049792,0.8944444444444445,0.8944151153098083,0.2182908487816886,0.9727160493827162,1.0,1.0,1.0,0,0.0,,,9.424679700023262,,4.0,0.8,80,0,4.0,4.0,0.28605382139391083,0.03656732079456919,0.32262114218848004
S04,S04,1151,1151,L1-full,16,680,149,0.006912900018505752,0.0020095999934710562,131514368,0.8666666666666667,0.8666502037288555,0.4029591270348014,0.9361728395061729,0.026845637583892617,1.0,0.05228758169934641,145,0.9731543624161074,,,0.10693150002043694,0.25,,,5,0,,,,,
S04,S04,1151,1151,L1-top8,16,680,8,0.003334400011226535,0.00037540000630542636,131559424,0.9,0.9,0.21993329574638437,0.971358024691358,0.5,1.0,0.6666666666666666,4,0.5,,,0.10693150002043694,0.25,8.0,,5,0,,,,,
S04,S04,1151,1151,L1-match,16,680,4,0.003065600001718849,0.0002654000127222389,131567616,0.9277777777777778,0.927757710475132,0.2095658549243239,0.9751851851851852,1.0,1.0,1.0,0,0.0,,,0.10693150002043694,0.25,4.0,,5,0,,,,,
S04,S04,1151,1151,SHIL-k8,16,680,8,0.0033297999761998653,0.00029379999614320695,131571712,0.9388888888888889,0.9388416988416989,0.2043796910299189,0.9754320987654321,0.5,1.0,0.6666666666666666,4,0.5,,,0.1913096000207588,,8.0,,1,0,,,,,
S04,S04,1151,1151,SC-L1,16,680,4,0.0025525000237394124,0.00018360000103712082,148516864,0.9277777777777778,0.927757710475132,0.2095658549243238,0.9751851851851852,1.0,1.0,1.0,0,0.0,,,5.0603359999659006,,4.0,0.9,80,0,4.0,4.0,0.2071273779253083,0.02419425448321833,0.23132163240852663
S04,S04,1151,1151,SC-SHIL,16,680,4,0.0025714999937918037,0.00019939997582696378,136523776,0.9277777777777778,0.927757710475132,0.2095658549243238,0.9751851851851852,1.0,1.0,1.0,0,0.0,,,9.852040599973407,,4.0,0.9,80,0,4.0,4.0,0.2071273779253083,0.02419425448321833,0.23132163240852663
S04,S04,1171,1171,L1-full,16,680,130,0.009361000003991649,0.002071599999908358,134090752,0.8166666666666667,0.8166157265907197,0.4559144205066683,0.9061728395061729,0.03076923076923077,1.0,0.059701492537313446,126,0.9692307692307692,,,0.12561160000041127,0.25,,,5,0,,,,,
S04,S04,1171,1171,L1-top8,16,680,8,0.0044720000005327165,0.000440800009528175,134131712,0.8666666666666667,0.8666666666666667,0.2320775481831006,0.9654320987654321,0.5,1.0,0.6666666666666666,4,0.5,,,0.12561160000041127,0.25,8.0,,5,0,,,,,
S04,S04,1171,1171,L1-match,16,680,4,0.003452999982982874,0.00034100000630132854,134144000,0.9,0.9,0.22495142093060314,0.9698765432098766,1.0,1.0,1.0,0,0.0,,,0.12561160000041127,0.25,4.0,,5,0,,,,,
S04,S04,1171,1171,SHIL-k8,16,680,8,0.0032322000188287348,0.00043119999463669956,134148096,0.8888888888888888,0.8888888888888888,0.24564635763342807,0.9619753086419753,0.5,1.0,0.6666666666666666,4,0.5,,,0.1996021999802906,,8.0,,1,0,,,,,
S04,S04,1171,1171,SC-L1,16,680,4,0.003531399997882545,0.0003428000200074166,150978560,0.9,0.9,0.22495142093060314,0.9698765432098766,1.0,1.0,1.0,0,0.0,,,4.955239300004905,,4.0,0.9,80,0,4.0,4.0,0.2379976060431438,0.029996875962769298,0.2679944820059131
S04,S04,1171,1171,SC-SHIL,16,680,4,0.00649390000035055,0.0009177000029012561,138944512,0.9,0.9,0.22495142093060314,0.9698765432098766,1.0,1.0,1.0,0,0.0,,,9.416645100020105,,4.0,0.8,80,0,4.0,4.0,0.2379976060431438,0.029996875962769298,0.2679944820059131
S04,S04,1181,1181,L1-full,16,680,7,0.002754999994067475,0.00022539999918080866,136429568,0.8833333333333333,0.883329732399148,0.227137338085858,0.9681481481481482,0.5714285714285714,1.0,0.7272727272727273,3,0.42857142857142855,,,0.12265030000708066,0.05,,,5,0,,,,,
S04,S04,1181,1181,L1-top8,16,680,7,0.003452399978414178,0.00021940001170150936,136433664,0.8833333333333333,0.883329732399148,0.227137338085858,0.9681481481481482,0.5714285714285714,1.0,0.7272727272727273,3,0.42857142857142855,,,0.12265030000708066,0.05,8.0,,5,0,,,,,
S04,S04,1181,1181,L1-match,16,680,4,0.00321359999361448,0.0002510999911464751,136429568,0.9055555555555556,0.9055293136982495,0.2243808325399469,0.9691358024691357,1.0,1.0,1.0,0,0.0,,,0.12265030000708066,0.05,4.0,,5,0,,,,,
S04,S04,1181,1181,SHIL-k8,16,680,8,0.004321499989600852,0.0007299999997485429,136433664,0.8833333333333333,0.883300916921367,0.22437668971871091,0.9696296296296296,0.5,1.0,0.6666666666666666,4,0.5,,,0.17020300001604483,,8.0,,1,0,,,,,
S04,S04,1181,1181,SC-L1,16,680,4,0.004733400011900812,0.0004799999878741801,153432064,0.9055555555555556,0.9055293136982495,0.2243808325399469,0.9691358024691357,1.0,1.0,1.0,0,0.0,,,4.464771800034214,,4.0,0.9,80,0,4.0,4.0,0.234531980110917,0.03875370666104369,0.2732856867719607
S04,S04,1181,1181,SC-SHIL,16,680,4,0.002670500020030886,0.00019450002582743764,141426688,0.9055555555555556,0.9055293136982495,0.2243808325399469,0.9691358024691357,1.0,1.0,1.0,0,0.0,,,8.811146000021836,,4.0,0.6,80,0,4.0,4.0,0.234531980110917,0.03875370666104369,0.2732856867719607
S04,S04,1201,1201,L1-full,16,680,124,0.007103400013875216,0.0015526999777648598,138792960,0.8277777777777777,0.8277299249791609,0.5461315254947097,0.902962962962963,0.03225806451612903,1.0,0.0625,120,0.967741935483871,,,0.10176320001482964,0.25,,,5,0,,,,,
S04,S04,1201,1201,L1-top8,16,680,8,0.005132000020239502,0.000314499979140237,138842112,0.8666666666666667,0.8666502037288555,0.27564584706870254,0.9519753086419753,0.5,1.0,0.6666666666666666,4,0.5,,,0.10176320001482964,0.25,8.0,,5,0,,,,,
S04,S04,1201,1201,L1-match,16,680,4,0.0025831999955698848,0.00021120000747032464,138850304,0.8944444444444445,0.8944411864563722,0.23922799322396127,0.9653086419753087,1.0,1.0,1.0,0,0.0,,,0.10176320001482964,0.25,4.0,,5,0,,,,,
S04,S04,1201,1201,SHIL-k8,16,680,8,0.0035579999967012554,0.0003281999961473048,138858496,0.9,0.9,0.2496887359433822,0.9608641975308643,0.5,1.0,0.6666666666666666,4,0.5,,,0.1798055000253953,,8.0,,1,0,,,,,
S04,S04,1201,1201,SC-L1,16,680,4,0.002949399990029633,0.00023020000662654638,155795456,0.8944444444444445,0.8944411864563722,0.23922799322396127,0.9653086419753087,1.0,1.0,1.0,0,0.0,,,5.87857110000914,,4.0,0.9,80,0,4.0,4.0,0.2366540710469261,0.030863274006172236,0.2675173450530983
S04,S04,1201,1201,SC-SHIL,16,680,4,0.003339199989568442,0.00031659999513067305,143798272,0.8944444444444445,0.8944411864563722,0.23922799322396127,0.9653086419753087,1.0,1.0,1.0,0,0.0,,,8.546681700012414,,4.0,0.9,80,0,4.0,4.0,0.2366540710469261,0.030863274006172236,0.2675173450530983
S04,S04,1213,1213,L1-full,16,680,132,0.007472600002074614,0.000896100013051182,141123584,0.7944444444444444,0.7944380999413563,0.6526573196468738,0.8580246913580246,0.030303030303030304,1.0,0.05882352941176471,128,0.9696969696969697,,,0.12228010001126677,0.25,,,5,0,,,,,
S04,S04,1213,1213,L1-top8,16,680,8,0.0026504999841563404,0.0002810999867506325,141168640,0.8277777777777777,0.8277724621130282,0.3049254533977623,0.9388888888888889,0.5,1.0,0.6666666666666666,4,0.5,,,0.12228010001126677,0.25,8.0,,5,0,,,,,
S04,S04,1213,1213,L1-match,16,680,4,0.0023185999889392406,0.0001723000023048371,141180928,0.85,0.8499953702274762,0.2912855437347756,0.9434567901234567,1.0,1.0,1.0,0,0.0,,,0.12228010001126677,0.25,4.0,,5,0,,,,,
S04,S04,1213,1213,SHIL-k8,16,680,8,0.0022323000011965632,0.00019520000205375254,141185024,0.8555555555555555,0.85553772070626,0.3071937145076352,0.9402469135802469,0.5,1.0,0.6666666666666666,4,0.5,,,0.16472639999119565,,8.0,,1,0,,,,,
S04,S04,1213,1213,SC-L1,16,680,4,0.0031932999845594168,0.0002023999986704439,158171136,0.85,0.8499953702274762,0.2912855437347756,0.9434567901234567,1.0,1.0,1.0,0,0.0,,,5.0226780000084545,,4.0,0.9,80,0,4.0,4.0,0.2755749976560967,0.04590831814916417,0.3214833158052609
S04,S04,1213,1213,SC-SHIL,16,680,4,0.003267699998104945,0.0002770999853964895,146132992,0.85,0.8499953702274762,0.2912855437347756,0.9434567901234567,1.0,1.0,1.0,0,0.0,,,13.783654500031844,,4.0,0.9,80,0,4.0,4.0,0.2755749976560967,0.04590831814916417,0.3214833158052609
S04,S04,1231,1231,L1-full,16,680,139,0.019274799997219816,0.0021590999967884272,143503360,0.7888888888888889,0.7887845849802371,0.6540501914707175,0.884320987654321,0.02877697841726619,1.0,0.055944055944055944,135,0.9712230215827338,,,0.3210911999922246,0.25,,,5,0,,,,,
S04,S04,1231,1231,L1-top8,16,680,8,0.003113999991910532,0.0003063000040128827,143552512,0.8777777777777778,0.8777173913043479,0.2520671118261543,0.9616049382716049,0.5,1.0,0.6666666666666666,4,0.5,,,0.3210911999922246,0.25,8.0,,5,0,,,,,
S04,S04,1231,1231,L1-match,16,680,4,0.0036238000029698014,0.00034080000477842987,143560704,0.8944444444444445,0.8942845661648791,0.2325995869688448,0.9674074074074074,1.0,1.0,1.0,0,0.0,,,0.3210911999922246,0.25,4.0,,5,0,,,,,
S04,S04,1231,1231,SHIL-k8,16,680,8,0.00710129999788478,0.0007507999835070223,143564800,0.8944444444444445,0.8944411864563722,0.23239285928074851,0.9675308641975309,0.5,1.0,0.6666666666666666,4,0.5,,,0.36551390000386164,,8.0,,1,0,,,,,
S04,S04,1231,1231,SC-L1,16,680,4,0.004800299997441471,0.00044919998617842793,160522240,0.8944444444444445,0.8942845661648791,0.23259958696884486,0.9674074074074074,1.0,1.0,1.0,0,0.0,,,6.371551499993075,,4.0,0.9,80,0,4.0,4.0,0.2739601342196455,0.036904220943604876,0.3108643551632504
S04,S04,1231,1231,SC-SHIL,16,680,4,0.009499200008576736,0.001129600015701726,148520960,0.8944444444444445,0.8942845661648791,0.23259958696884486,0.9674074074074074,1.0,1.0,1.0,0,0.0,,,11.820468699996127,,4.0,0.8,80,0,4.0,4.0,0.2739601342196455,0.036904220943604876,0.3108643551632504
S04,S04,1249,1249,L1-full,16,680,137,0.006915300007676706,0.0009309999877586961,145891328,0.7777777777777778,0.7776679841897234,0.5766320100185272,0.8846913580246915,0.029197080291970802,1.0,0.05673758865248227,133,0.9708029197080292,,,0.18490799999563023,0.25,,,5,0,,,,,
S04,S04,1249,1249,L1-top8,16,680,8,0.003413200000068173,0.0006055999838281423,145928192,0.8444444444444444,0.8443675889328064,0.3164930103639335,0.9341975308641975,0.5,1.0,0.6666666666666666,4,0.5,,,0.18490799999563023,0.25,8.0,,5,0,,,,,
S04,S04,1249,1249,L1-match,16,680,4,0.003270799992606044,0.0004290000069886446,145936384,0.8611111111111112,0.8610038610038611,0.3090330305044373,0.9380246913580247,1.0,1.0,1.0,0,0.0,,,0.18490799999563023,0.25,4.0,,5,0,,,,,
S04,S04,1249,1249,SHIL-k8,16,680,8,0.0032574000069871545,0.00032869999995455146,145940480,0.85,0.8498841698841699,0.3273263614417776,0.9302469135802469,0.5,1.0,0.6666666666666666,4,0.5,,,0.2090287999890279,,8.0,,1,0,,,,,
S04,S04,1249,1249,SC-L1,16,680,4,0.0031309000041801482,0.00022039999021217227,162889728,0.8611111111111112,0.8610038610038611,0.30903303050443737,0.9380246913580247,1.0,1.0,1.0,0,0.0,,,4.301706400001422,,4.0,0.9,80,0,4.0,4.0,0.29497945763099076,0.034293610355164934,0.3292730679861557
S04,S04,1249,1249,SC-SHIL,16,680,4,0.002820399997290224,0.00021440000273287296,150900736,0.8611111111111112,0.8610038610038611,0.30903303050443737,0.9380246913580247,1.0,1.0,1.0,0,0.0,,,11.626699999993434,,4.0,0.9,80,0,4.0,4.0,0.29497945763099076,0.034293610355164934,0.3292730679861557
S04,S04,1277,1277,L1-full,16,680,134,0.0054185000190045685,0.0011485999857541174,148246528,0.8555555555555555,0.8553948832035595,0.5180503574529656,0.909753086419753,0.029850746268656716,1.0,0.05797101449275362,130,0.9701492537313433,,,0.08757649999461137,0.25,,,5,0,,,,,
S04,S04,1277,1277,L1-top8,16,680,8,0.002480499999364838,0.00021129997912794352,148287488,0.9111111111111111,0.9110671936758893,0.22731509338802083,0.9692592592592593,0.5,1.0,0.6666666666666666,4,0.5,,,0.08757649999461137,0.25,8.0,,5,0,,,,,
S04,S04,1277,1277,L1-match,16,680,4,0.0024290999863296747,0.00018629999249242246,148295680,0.9166666666666666,0.9166023166023166,0.19805849377771428,0.9811111111111112,1.0,1.0,1.0,0,0.0,,,0.08757649999461137,0.25,4.0,,5,0,,,,,
S04,S04,1277,1277,SHIL-k8,16,680,8,0.002538300002925098,0.00022479999461211264,148303872,0.9055555555555556,0.9054125065685759,0.21186808718823502,0.9740740740740741,0.5,1.0,0.6666666666666666,4,0.5,,,0.15369800000917166,,8.0,,1,0,,,,,
S04,S04,1277,1277,SC-L1,16,680,4,0.0023842999944463372,0.00019120000069960952,165253120,0.9166666666666666,0.9166023166023166,0.19805849377771428,0.9811111111111112,1.0,1.0,1.0,0,0.0,,,4.12257349997526,,4.0,0.9,80,0,4.0,4.0,0.26391850495607255,0.03782214499108517,0.3000326021547842
S04,S04,1277,1277,SC-SHIL,16,680,4,0.003180300001986325,0.00024199998006224632,153251840,0.9166666666666666,0.9166023166023166,0.19805849377771428,0.9811111111111112,1.0,1.0,1.0,0,0.0,,,7.666352900007041,,4.0,0.8,80,0,4.0,4.0,0.26391850495607255,0.03782214499108517,0.3017406499471577
S05,S05,1103,1103,L1-full,16,680,113,0.022515000018756837,0.0036850000033155084,121688064,0.8808333333333334,0.8808233191816812,0.2536504615381165,0.9614166666666666,0.035398230088495575,1.0,0.06837606837606837,109,0.9646017699115044,,,1.6261629000073299,0.05,,,5,0,,,,,
S05,S05,1103,1103,L1-top8,16,680,8,0.00615160001325421,0.000669400003971532,121729024,0.8983333333333333,0.8983194934866134,0.21492751207294508,0.9714111111111112,0.5,1.0,0.6666666666666666,4,0.5,,,1.6261629000073299,0.05,8.0,,5,0,,,,,
S05,S05,1103,1103,L1-match,16,680,4,0.004845899995416403,0.00032980000833049417,121741312,0.8991666666666667,0.8991548313656255,0.2115880384762748,0.9725138888888889,1.0,1.0,1.0,0,0.0,,,1.6261629000073299,0.05,4.0,,5,0,,,,,
S05,S05,1103,1103,SHIL-k8,16,680,8,0.006702599988784641,0.00043220000225119293,121741312,0.8991666666666667,0.8991509089961973,0.21148176737148072,0.9725499999999999,0.5,1.0,0.6666666666666666,4,0.5,,,4.77544329999364,,8.0,,1,0,,,,,
S05,S05,1103,1103,SC-L1,16,680,4,0.00599900001543574,0.0005644000193569809,240693248,0.8991666666666667,0.8991548313656255,0.2115880384762748,0.9725138888888889,1.0,1.0,1.0,0,0.0,,,44.43231879998348,,4.0,0.9,80,0,4.0,4.0,0.2394124272102932,0.013205804667545444,0.25261823187783866
S05,S05,1103,1103,SC-SHIL,16,680,4,0.0058394999941810966,0.000443900004029274,198737920,0.8991666666666667,0.8991548313656255,0.2115880384762748,0.9725138888888889,1.0,1.0,1.0,0,0.0,,,76.55243550002342,,4.0,0.9,80,0,4.0,4.0,0.2394124272102932,0.013205804667545444,0.25261823187783866
S05,S05,1129,1129,L1-full,16,680,115,0.026067800004966557,0.005597400013357401,124768256,0.8741666666666666,0.8741595881434998,0.2767611575457668,0.9559,0.034782608695652174,1.0,0.06722689075630252,111,0.9652173913043478,,,1.54786689998582,0.05,,,5,0,,,,,
S05,S05,1129,1129,L1-top8,16,680,8,0.010069900017697364,0.0005027999868616462,124792832,0.8941666666666667,0.894150127624108,0.22930513443440248,0.9671972222222223,0.5,1.0,0.6666666666666666,4,0.5,,,1.54786689998582,0.05,8.0,,5,0,,,,,
S05,S05,1129,1129,L1-match,16,680,4,0.005444500013254583,0.0005770999996457249,124792832,0.8958333333333334,0.8958124234655427,0.22450462902725082,0.9685416666666666,1.0,1.0,1.0,0,0.0,,,1.54786689998582,0.05,4.0,,5,0,,,,,
S05,S05,1129,1129,SHIL-k8,16,680,8,0.008005199983017519,0.0004955999902449548,124796928,0.8941666666666667,0.8941342452792834,0.22687629309054283,0.9680833333333334,0.5,1.0,0.6666666666666666,4,0.5,,,5.588102699985029,,8.0,,1,0,,,,,
S05,S05,1129,1129,SC-L1,16,680,4,0.005974899977445602,0.0005553000082727522,243814400,0.8958333333333334,0.8958124234655427,0.22450462902725082,0.9685416666666666,1.0,1.0,1.0,0,0.0,,,41.72976949997246,,4.0,0.9,80,0,4.0,4.0,0.22079553056242995,0.012528249989815422,0.23332378055224537
S05,S05,1129,1129,SC-SHIL,16,680,4,0.00616200000513345,0.0005879999953322113,172597248,0.8958333333333334,0.8958124234655427,0.22450462902725082,0.9685416666666666,1.0,1.0,1.0,0,0.0,,,71.26270289998502,,4.0,0.9,80,0,4.0,4.0,0.22079553056242995,0.012528249989815422,0.23332378055224537
S05,S05,1151,1151,L1-full,16,680,101,0.02677870000479743,0.0038201999850571156,127807488,0.8883333333333333,0.8882886487928505,0.2542414227050489,0.9620944444444445,0.039603960396039604,1.0,0.07619047619047618,97,0.9603960396039604,,,1.8060724000097252,0.05,,,5,0,,,,,
S05,S05,1151,1151,L1-top8,16,680,8,0.005848999979207292,0.0004382000188343227,127840256,0.9058333333333334,0.9057924446374295,0.2140231673012382,0.9724583333333333,0.5,1.0,0.6666666666666666,4,0.5,,,1.8060724000097252,0.05,8.0,,5,0,,,,,
S05,S05,1151,1151,L1-match,16,680,4,0.005785600020317361,0.0004585999995470047,127852544,0.91,0.9099509733076897,0.20964879800898156,0.9738694444444446,1.0,1.0,1.0,0,0.0,,,1.8060724000097252,0.05,4.0,,5,0,,,,,
S05,S05,1151,1151,SHIL-k8,16,680,8,0.004553100006887689,0.000381499994546175,127860736,0.9125,0.912467844089947,0.2135433606106301,0.9727888888888889,0.5,1.0,0.6666666666666666,4,0.5,,,5.952701599977445,,8.0,,1,0,,,,,
S05,S05,1151,1151,SC-L1,16,680,4,0.007431300007738173,0.00047450000420212746,246861824,0.91,0.9099509733076897,0.20964879800898156,0.9738694444444446,1.0,1.0,1.0,0,0.0,,,42.10052470001392,,4.0,0.9,80,0,4.0,4.0,0.2312268602645229,0.012838070930491578,0.2440649311950145
S05,S05,1151,1151,SC-SHIL,16,680,4,0.00569530000211671,0.0003487000067252666,175689728,0.91,0.9099509733076897,0.20964879800898156,0.9738694444444446,1.0,1.0,1.0,0,0.0,,,71.54292300000088,,4.0,0.9,80,0,4.0,4.0,0.2312268602645229,0.012838070930491578,0.2440649311950145
S05,S05,1171,1171,L1-full,16,680,113,0.016712900018319488,0.003351699997438118,116060160,0.8875,0.8874824191279886,0.2741065338629009,0.9588305555555556,0.035398230088495575,1.0,0.06837606837606837,109,0.9646017699115044,,,1.9499279000156093,0.05,,,5,0,,,,,
S05,S05,1171,1171,L1-top8,16,680,8,0.0049254999903496355,0.0003339000104460865,116133888,0.8908333333333334,0.8908314380457995,0.23572737767243937,0.9658166666666667,0.5,1.0,0.6666666666666666,4,0.5,,,1.9499279000156093,0.05,8.0,,5,0,,,,,
S05,S05,1171,1171,L1-match,16,680,4,0.004226299992296845,0.00041760000749491155,116146176,0.8991666666666667,0.8991609944726058,0.2277387121555761,0.967925,1.0,1.0,1.0,0,0.0,,,1.9499279000156093,0.05,4.0,,5,0,,,,,
S05,S05,1171,1171,SHIL-k8,16,680,8,0.004442500008735806,0.00039849997847341,116150272,0.8975,0.8974913864289986,0.22971481673333893,0.9675083333333333,0.5,1.0,0.6666666666666666,4,0.5,,,5.729717899987008,,8.0,,1,0,,,,,
S05,S05,1171,1171,SC-L1,16,680,4,0.004299799998989329,0.0004288999771233648,235159552,0.8991666666666667,0.8991609944726058,0.2277387121555761,0.967925,1.0,1.0,1.0,0,0.0,,,41.54194819997065,,4.0,0.9,80,0,4.0,4.0,0.21127035767215668,0.011909242499948534,0.22317960017210522
S05,S05,1171,1171,SC-SHIL,16,680,4,0.004304400004912168,0.0004045999958179891,178860032,0.8991666666666667,0.8991609944726058,0.2277387121555761,0.967925,1.0,1.0,1.0,0,0.0,,,64.06447730000946,,4.0,0.9,80,0,4.0,4.0,0.21127035767215668,0.011909242499948534,0.22317960017210522
S05,S05,1181,1181,L1-full,16,680,108,0.019820500019704923,0.0025745999882929027,119214080,0.8791666666666667,0.8791625548369354,0.27141103849454895,0.9567027777777778,0.037037037037037035,1.0,0.07142857142857142,104,0.9629629629629629,,,1.4871097999857739,0.05,,,5,0,,,,,
S05,S05,1181,1181,L1-top8,16,680,8,0.005600200005574152,0.0006264999974519014,119250944,0.8908333333333334,0.890829618507852,0.24511527664901075,0.9627111111111112,0.5,1.0,0.6666666666666666,4,0.5,,,1.4871097999857739,0.05,8.0,,5,0,,,,,
S05,S05,1181,1181,L1-match,16,680,4,0.006361799984006211,0.00039090000791475177,119263232,0.8883333333333333,0.8883283701497844,0.23824671408211923,0.964486111111111,1.0,1.0,1.0,0,0.0,,,1.4871097999857739,0.05,4.0,,5,0,,,,,
S05,S05,1181,1181,SHIL-k8,16,680,8,0.005090199992991984,0.00035730001400224864,119275520,0.8875,0.8874992968706055,0.23726613558253595,0.9649472222222223,0.5,1.0,0.6666666666666666,4,0.5,,,5.058718499989482,,8.0,,1,0,,,,,
S05,S05,1181,1181,SC-L1,16,680,4,0.004396800009999424,0.0003501999890431762,238280704,0.8883333333333333,0.8883283701497844,0.23824671408211923,0.964486111111111,1.0,1.0,1.0,0,0.0,,,43.23697329999413,,4.0,0.9,80,0,4.0,4.0,0.2539978782542672,0.015296959484678657,0.2692948377389458
S05,S05,1181,1181,SC-SHIL,16,680,4,0.005203100008657202,0.0003226000117138028,167079936,0.8883333333333333,0.8883283701497844,0.23824671408211923,0.964486111111111,1.0,1.0,1.0,0,0.0,,,69.7950453000085,,4.0,0.9,80,0,4.0,4.0,0.2539978782542672,0.015296959484678657,0.2692948377389458
S05,S05,1201,1201,L1-full,16,680,116,0.018469000002369285,0.002292499993927777,113520640,0.8866666666666667,0.8866663518509774,0.26217564659691733,0.9612083333333333,0.034482758620689655,1.0,0.06666666666666667,112,0.9655172413793104,,,1.5924970000050962,0.05,,,5,0,,,,,
S05,S05,1201,1201,L1-top8,16,680,8,0.005187500006286427,0.0004804000200238079,113557504,0.8933333333333333,0.8933321481349792,0.2198666296912514,0.9700555555555556,0.5,1.0,0.6666666666666666,4,0.5,,,1.5924970000050962,0.05,8.0,,5,0,,,,,
S05,S05,1201,1201,L1-match,16,680,4,0.0055272000026889145,0.00031170001602731645,113569792,0.8958333333333334,0.8958326822875976,0.21618194609899727,0.9710527777777779,1.0,1.0,1.0,0,0.0,,,1.5924970000050962,0.05,4.0,,5,0,,,,,
S05,S05,1201,1201,SHIL-k8,16,680,8,0.006516800000099465,0.0005169999785721302,113577984,0.8966666666666666,0.8966663796288323,0.21733534098054805,0.970588888888889,0.5,1.0,0.6666666666666666,4,0.5,,,4.953167300001951,,8.0,,1,0,,,,,
S05,S05,1201,1201,SC-L1,16,680,4,0.00493230001302436,0.00031200001831166446,232636416,0.8958333333333334,0.8958326822875976,0.21618194609899727,0.9710527777777779,1.0,1.0,1.0,0,0.0,,,43.9438713999989,,4.0,0.9,80,0,4.0,4.0,0.19497223144279507,0.011488340037330904,0.20646057148012598
S05,S05,1201,1201,SC-SHIL,16,680,4,0.004687199980253354,0.00041619999683462083,170221568,0.8958333333333334,0.8958326822875976,0.21618194609899727,0.9710527777777779,1.0,1.0,1.0,0,0.0,,,80.22958610000205,,4.0,0.9,80,0,4.0,4.0,0.19497223144279507,0.011488340037330904,0.20646057148012598
