dataset,scenario,data_seed,split_seed,model,feature_count,candidate_edges,selected_edges,refit_seconds,predict_seconds,peak_rss_bytes,accuracy,macro_f1,log_loss,roc_auc_ovr,support_precision,support_recall,support_f1,false_inclusions,false_discovery_proportion,equivalence_precision,equivalence_recall,selection_seconds,selected_c,chosen_q,chosen_pi,base_fit_count,warning_count,tuning_support_size,final_support_size,validation_log_loss,validation_log_loss_se,one_se_ceiling,run_mean_jaccard
S03,S03,1277,1277,SHIL-k8,16,680,8,0.0036735000030603,0.0003141999768558,122683392,0.8732142857142857,0.8731459236642196,0.2502429082623607,0.960752551020408,0.5,1.0,0.6666666666666666,4,0.5,,,0.4693955999973696,,8.0,,1,0,,,,,,0.3333333333333333
S03,S03,1277,1277,SC-L1,16,680,4,0.002894200006267,0.0002278999891132,177700864,0.8714285714285714,0.8713481640310909,0.2496403305599051,0.9613392857142856,1.0,1.0,1.0,0,0.0,,,18.01410410000244,,4.0,0.9,80,0,4.0,4.0,0.2506344701113214,0.0206338204141866,0.271268290525508,1.0
S03,S03,1277,1277,SC-SHIL,16,680,4,0.0032437999907415,0.0002942999999504,143888384,0.8714285714285714,0.8713481640310909,0.2496403305599051,0.9613392857142856,1.0,1.0,1.0,0,0.0,,,25.7258121999912,,4.0,0.9,80,0,4.0,4.0,0.2506344701113214,0.0206338204141866,0.271268290525508,1.0
S04,S04,1103,1103,L1-full,16,680,137,0.007161299989093,0.0009634000016376,126693376,0.8111111111111111,0.8110877886158785,0.551485497235934,0.888395061728395,0.0291970802919708,1.0,0.0567375886524822,133,0.9708029197080292,,,0.1289467999886255,0.25,,,5,0,,,,,,0.11156043201488187
S04,S04,1103,1103,L1-top8,16,680,8,0.0030459999979939,0.0002308000111952,126738432,0.9055555555555556,0.905412506568576,0.2493763290289894,0.9641975308641976,0.5,1.0,0.6666666666666666,4,0.5,,,0.1289467999886255,0.25,8.0,,5,0,,,,,,0.3501683501683502
S04,S04,1103,1103,L1-match,16,680,4,0.0028218000079505,0.0002049999893642,126758912,0.9166666666666666,0.9166435120866908,0.2440640993782176,0.9665432098765432,1.0,1.0,1.0,0,0.0,,,0.1289467999886255,0.25,4.0,,5,0,,,,,,1.0
S04,S04,1103,1103,SHIL-k8,16,680,8,0.0055904000182636,0.0002527000033296,126763008,0.9055555555555556,0.9054826254826256,0.2431987393000081,0.968641975308642,0.5,1.0,0.6666666666666666,4,0.5,,,0.2150826000142842,,8.0,,1,0,,,,,,0.3333333333333333
S04,S04,1103,1103,SC-L1,16,680,4,0.0033123999892268,0.0002270000113639,142475264,0.9166666666666666,0.9166435120866908,0.2440640993782176,0.9665432098765432,1.0,1.0,1.0,0,0.0,,,4.245144399988931,,4.0,0.9,80,0,4.0,4.0,0.2148916976021687,0.0259554307031025,0.2408471283052713,1.0
S04,S04,1103,1103,SC-SHIL,16,680,4,0.0024136000138241,0.0002861999964807,130363392,0.9166666666666666,0.9166435120866908,0.2440640993782176,0.9665432098765432,1.0,1.0,1.0,0,0.0,,,8.980804800026817,,4.0,0.9,80,0,4.0,4.0,0.2148916976021687,0.0259554307031025,0.2408471283052713,1.0
S04,S04,1129,1129,L1-full,16,680,152,0.0094562000012956,0.0017323000065516,129101824,0.7833333333333333,0.7833266458841321,0.6987758489354715,0.8628395061728394,0.0263157894736842,1.0,0.0512820512820512,148,0.9736842105263158,,,0.106203600007575,0.25,,,5,0,,,,,,0.12016223662011354
S04,S04,1129,1129,L1-top8,16,680,8,0.0028044000209774,0.000420700001996,129146880,0.9055555555555556,0.9054826254826256,0.2365093587888903,0.9661728395061728,0.5,1.0,0.6666666666666666,4,0.5,,,0.106203600007575,0.25,8.0,,5,0,,,,,,0.3501683501683502
S04,S04,1129,1129,L1-match,16,680,4,0.0029807000246364,0.0002400000230409,129159168,0.8944444444444445,0.8944151153098083,0.2182908487816886,0.9727160493827162,1.0,1.0,1.0,0,0.0,,,0.106203600007575,0.25,4.0,,5,0,,,,,,1.0
S04,S04,1129,1129,SHIL-k8,16,680,8,0.0033296000037807,0.0003826000029221,129163264,0.8888888888888888,0.8888751697740461,0.2275816278517619,0.969753086419753,0.5,1.0,0.6666666666666666,4,0.5,,,0.1760525999998208,,8.0,,1,0,,,,,,0.3333333333333333
S04,S04,1129,1129,SC-L1,16,680,4,0.0037700000102631,0.0003739999956451,146092032,0.8944444444444445,0.8944151153098083,0.2182908487816886,0.9727160493827162,1.0,1.0,1.0,0,0.0,,,4.630127200012794,,4.0,0.9,80,0,4.0,4.0,0.2860538213939108,0.0365673207945691,0.32262114218848,1.0
S04,S04,1129,1129,SC-SHIL,16,680,4,0.0031905000214464,0.0004424000217113,134049792,0.8944444444444445,0.8944151153098083,0.2182908487816886,0.9727160493827162,1.0,1.0,1.0,0,0.0,,,9.424679700023262,,4.0,0.8,80,0,4.0,4.0,0.2860538213939108,0.0365673207945691,0.32262114218848,1.0
S04,S04,1151,1151,L1-full,16,680,149,0.0069129000185057,0.002009599993471,131514368,0.8666666666666667,0.8666502037288555,0.4029591270348014,0.9361728395061728,0.0268456375838926,1.0,0.0522875816993464,145,0.9731543624161074,,,0.1069315000204369,0.25,,,5,0,,,,,,0.12112444647323338
S04,S04,1151,1151,L1-top8,16,680,8,0.0033344000112265,0.0003754000063054,131559424,0.9,0.9,0.2199332957463843,0.971358024691358,0.5,1.0,0.6666666666666666,4,0.5,,,0.1069315000204369,0.25,8.0,,5,0,,,,,,0.3501683501683502
S04,S04,1151,1151,L1-match,16,680,4,0.0030656000017188,0.0002654000127222,131567616,0.9277777777777778,0.927757710475132,0.2095658549243239,0.9751851851851852,1.0,1.0,1.0,0,0.0,,,0.1069315000204369,0.25,4.0,,5,0,,,,,,1.0
S04,S04,1151,1151,SHIL-k8,16,680,8,0.0033297999761998,0.0002937999961432,131571712,0.9388888888888888,0.9388416988416988,0.2043796910299189,0.975432098765432,0.5,1.0,0.6666666666666666,4,0.5,,,0.1913096000207588,,8.0,,1,0,,,,,,0.3602693602693603
S04,S04,1151,1151,SC-L1,16,680,4,0.0025525000237394,0.0001836000010371,148516864,0.9277777777777778,0.927757710475132,0.2095658549243238,0.9751851851851852,1.0,1.0,1.0,0,0.0,,,5.0603359999659006,,4.0,0.9,80,0,4.0,4.0,0.2071273779253083,0.0241942544832183,0.2313216324085266,1.0
S04,S04,1151,1151,SC-SHIL,16,680,4,0.0025714999937918,0.0001993999758269,136523776,0.9277777777777778,0.927757710475132,0.2095658549243238,0.9751851851851852,1.0,1.0,1.0,0,0.0,,,9.852040599973408,,4.0,0.9,80,0,4.0,4.0,0.2071273779253083,0.0241942544832183,0.2313216324085266,1.0
S04,S04,1171,1171,L1-full,16,680,130,0.0093610000039916,0.0020715999999083,134090752,0.8166666666666667,0.8166157265907197,0.4559144205066683,0.9061728395061728,0.0307692307692307,1.0,0.0597014925373134,126,0.9692307692307692,,,0.1256116000004112,0.25,,,5,0,,,,,,0.12390906755890208
S04,S04,1171,1171,L1-top8,16,680,8,0.0044720000005327,0.0004408000095281,134131712,0.8666666666666667,0.8666666666666667,0.2320775481831006,0.965432098765432,0.5,1.0,0.6666666666666666,4,0.5,,,0.1256116000004112,0.25,8.0,,5,0,,,,,,0.3367003367003367
S04,S04,1171,1171,L1-match,16,680,4,0.0034529999829828,0.0003410000063013,134144000,0.9,0.9,0.2249514209306031,0.9698765432098766,1.0,1.0,1.0,0,0.0,,,0.1256116000004112,0.25,4.0,,5,0,,,,,,1.0
S04,S04,1171,1171,SHIL-k8,16,680,8,0.0032322000188287,0.0004311999946366,134148096,0.8888888888888888,0.8888888888888888,0.245646357633428,0.9619753086419752,0.5,1.0,0.6666666666666666,4,0.5,,,0.1996021999802906,,8.0,,1,0,,,,,,0.3333333333333333
S04,S04,1171,1171,SC-L1,16,680,4,0.0035313999978825,0.0003428000200074,150978560,0.9,0.9,0.2249514209306031,0.9698765432098766,1.0,1.0,1.0,0,0.0,,,4.955239300004905,,4.0,0.9,80,0,4.0,4.0,0.2379976060431438,0.0299968759627692,0.2679944820059131,1.0
S04,S04,1171,1171,SC-SHIL,16,680,4,0.0064939000003505,0.0009177000029012,138944512,0.9,0.9,0.2249514209306031,0.9698765432098766,1.0,1.0,1.0,0,0.0,,,9.416645100020103,,4.0,0.8,80,0,4.0,4.0,0.2379976060431438,0.0299968759627692,0.2679944820059131,1.0
S04,S04,1181,1181,L1-full,16,680,7,0.0027549999940674,0.0002253999991808,136429568,0.8833333333333333,0.883329732399148,0.227137338085858,0.9681481481481482,0.5714285714285714,1.0,0.7272727272727273,3,0.4285714285714285,,,0.1226503000070806,0.05,,,5,0,,,,,,0.03341866667587509
S04,S04,1181,1181,L1-top8,16,680,7,0.0034523999784141,0.0002194000117015,136433664,0.8833333333333333,0.883329732399148,0.227137338085858,0.9681481481481482,0.5714285714285714,1.0,0.7272727272727273,3,0.4285714285714285,,,0.1226503000070806,0.05,8.0,,5,0,,,,,,0.3787878787878788
S04,S04,1181,1181,L1-match,16,680,4,0.0032135999936144,0.0002510999911464,136429568,0.9055555555555556,0.9055293136982496,0.2243808325399469,0.9691358024691356,1.0,1.0,1.0,0,0.0,,,0.1226503000070806,0.05,4.0,,5,0,,,,,,1.0
S04,S04,1181,1181,SHIL-k8,16,680,8,0.0043214999896008,0.0007299999997485,136433664,0.8833333333333333,0.883300916921367,0.2243766897187109,0.9696296296296296,0.5,1.0,0.6666666666666666,4,0.5,,,0.1702030000160448,,8.0,,1,0,,,,,,0.3333333333333333
S04,S04,1181,1181,SC-L1,16,680,4,0.0047334000119008,0.0004799999878741,153432064,0.9055555555555556,0.9055293136982496,0.2243808325399469,0.9691358024691356,1.0,1.0,1.0,0,0.0,,,4.464771800034214,,4.0,0.9,80,0,4.0,4.0,0.234531980110917,0.0387537066610436,0.2732856867719607,1.0
S04,S04,1181,1181,SC-SHIL,16,680,4,0.0026705000200308,0.0001945000258274,141426688,0.9055555555555556,0.9055293136982496,0.2243808325399469,0.9691358024691356,1.0,1.0,1.0,0,0.0,,,8.811146000021836,,4.0,0.6,80,0,4.0,4.0,0.234531980110917,0.0387537066610436,0.2732856867719607,1.0
S04,S04,1201,1201,L1-full,16,680,124,0.0071034000138752,0.0015526999777648,138792960,0.8277777777777777,0.8277299249791609,0.5461315254947097,0.902962962962963,0.032258064516129,1.0,0.0625,120,0.967741935483871,,,0.1017632000148296,0.25,,,5,0,,,,,,0.11760526736824956
S04,S04,1201,1201,L1-top8,16,680,8,0.0051320000202395,0.0003144999791402,138842112,0.8666666666666667,0.8666502037288555,0.2756458470687025,0.9519753086419752,0.5,1.0,0.6666666666666666,4,0.5,,,0.1017632000148296,0.25,8.0,,5,0,,,,,,0.3367003367003367
S04,S04,1201,1201,L1-match,16,680,4,0.0025831999955698,0.0002112000074703,138850304,0.8944444444444445,0.8944411864563722,0.2392279932239612,0.9653086419753087,1.0,1.0,1.0,0,0.0,,,0.1017632000148296,0.25,4.0,,5,0,,,,,,1.0
S04,S04,1201,1201,SHIL-k8,16,680,8,0.0035579999967012,0.0003281999961473,138858496,0.9,0.9,0.2496887359433822,0.9608641975308644,0.5,1.0,0.6666666666666666,4,0.5,,,0.1798055000253953,,8.0,,1,0,,,,,,0.34680134680134683
S04,S04,1201,1201,SC-L1,16,680,4,0.0029493999900296,0.0002302000066265,155795456,0.8944444444444445,0.8944411864563722,0.2392279932239612,0.9653086419753087,1.0,1.0,1.0,0,0.0,,,5.87857110000914,,4.0,0.9,80,0,4.0,4.0,0.2366540710469261,0.0308632740061722,0.2675173450530983,1.0
S04,S04,1201,1201,SC-SHIL,16,680,4,0.0033391999895684,0.0003165999951306,143798272,0.8944444444444445,0.8944411864563722,0.2392279932239612,0.9653086419753087,1.0,1.0,1.0,0,0.0,,,8.546681700012414,,4.0,0.9,80,0,4.0,4.0,0.2366540710469261,0.0308632740061722,0.2675173450530983,1.0
S04,S04,1213,1213,L1-full,16,680,132,0.0074726000020746,0.0008961000130511,141123584,0.7944444444444444,0.7944380999413563,0.6526573196468738,0.8580246913580246,0.0303030303030303,1.0,0.0588235294117647,128,0.9696969696969696,,,0.1222801000112667,0.25,,,5,0,,,,,,0.12139378031114464
S04,S04,1213,1213,L1-top8,16,680,8,0.0026504999841563,0.0002810999867506,141168640,0.8277777777777777,0.8277724621130282,0.3049254533977623,0.9388888888888888,0.5,1.0,0.6666666666666666,4,0.5,,,0.1222801000112667,0.25,8.0,,5,0,,,,,,0.3501683501683502
S04,S04,1213,1213,L1-match,16,680,4,0.0023185999889392,0.0001723000023048,141180928,0.85,0.8499953702274762,0.2912855437347756,0.9434567901234568,1.0,1.0,1.0,0,0.0,,,0.1222801000112667,0.25,4.0,,5,0,,,,,,1.0
S04,S04,1213,1213,SHIL-k8,16,680,8,0.0022323000011965,0.0001952000020537,141185024,0.8555555555555555,0.85553772070626,0.3071937145076352,0.9402469135802468,0.5,1.0,0.6666666666666666,4,0.5,,,0.1647263999911956,,8.0,,1,0,,,,,,0.3333333333333333
S04,S04,1213,1213,SC-L1,16,680,4,0.0031932999845594,0.0002023999986704,158171136,0.85,0.8499953702274762,0.2912855437347756,0.9434567901234568,1.0,1.0,1.0,0,0.0,,,5.022678000008455,,4.0,0.9,80,0,4.0,4.0,0.2755749976560967,0.0459083181491641,0.3214833158052609,1.0
S04,S04,1213,1213,SC-SHIL,16,680,4,0.0032676999981049,0.0002770999853964,146132992,0.85,0.8499953702274762,0.2912855437347756,0.9434567901234568,1.0,1.0,1.0,0,0.0,,,13.783654500031844,,4.0,0.9,80,0,4.0,4.0,0.2755749976560967,0.0459083181491641,0.3214833158052609,1.0
S04,S04,1231,1231,L1-full,16,680,139,0.0192747999972198,0.0021590999967884,143503360,0.7888888888888889,0.7887845849802371,0.6540501914707175,0.884320987654321,0.0287769784172661,1.0,0.0559440559440559,135,0.9712230215827338,,,0.3210911999922246,0.25,,,5,0,,,,,,0.127802451443874
S04,S04,1231,1231,L1-top8,16,680,8,0.0031139999919105,0.0003063000040128,143552512,0.8777777777777778,0.8777173913043479,0.2520671118261543,0.9616049382716048,0.5,1.0,0.6666666666666666,4,0.5,,,0.3210911999922246,0.25,8.0,,5,0,,,,,,0.3501683501683502
S04,S04,1231,1231,L1-match,16,680,4,0.0036238000029698,0.0003408000047784,143560704,0.8944444444444445,0.8942845661648791,0.2325995869688448,0.9674074074074074,1.0,1.0,1.0,0,0.0,,,0.3210911999922246,0.25,4.0,,5,0,,,,,,1.0
S04,S04,1231,1231,SHIL-k8,16,680,8,0.0071012999978847,0.000750799983507,143564800,0.8944444444444445,0.8944411864563722,0.2323928592807485,0.9675308641975308,0.5,1.0,0.6666666666666666,4,0.5,,,0.3655139000038616,,8.0,,1,0,,,,,,0.34680134680134683
S04,S04,1231,1231,SC-L1,16,680,4,0.0048002999974414,0.0004491999861784,160522240,0.8944444444444445,0.8942845661648791,0.2325995869688448,0.9674074074074074,1.0,1.0,1.0,0,0.0,,,6.371551499993075,,4.0,0.9,80,0,4.0,4.0,0.2739601342196455,0.0369042209436048,0.3108643551632504,1.0
S04,S04,1231,1231,SC-SHIL,16,680,4,0.0094992000085767,0.0011296000157017,148520960,0.8944444444444445,0.8942845661648791,0.2325995869688448,0.9674074074074074,1.0,1.0,1.0,0,0.0,,,11.820468699996129,,4.0,0.8,80,0,4.0,4.0,0.2739601342196455,0.0369042209436048,0.3108643551632504,1.0
S04,S04,1249,1249,L1-full,16,680,137,0.0069153000076767,0.0009309999877586,145891328,0.7777777777777778,0.7776679841897234,0.5766320100185272,0.8846913580246915,0.0291970802919708,1.0,0.0567375886524822,133,0.9708029197080292,,,0.1849079999956302,0.25,,,5,0,,,,,,0.12126016690629315
S04,S04,1249,1249,L1-top8,16,680,8,0.0034132000000681,0.0006055999838281,145928192,0.8444444444444444,0.8443675889328064,0.3164930103639335,0.9341975308641975,0.5,1.0,0.6666666666666666,4,0.5,,,0.1849079999956302,0.25,8.0,,5,0,,,,,,0.3653198653198653
S04,S04,1249,1249,L1-match,16,680,4,0.003270799992606,0.0004290000069886,145936384,0.8611111111111112,0.8610038610038611,0.3090330305044373,0.9380246913580248,1.0,1.0,1.0,0,0.0,,,0.1849079999956302,0.25,4.0,,5,0,,,,,,1.0
S04,S04,1249,1249,SHIL-k8,16,680,8,0.0032574000069871,0.0003286999999545,145940480,0.85,0.8498841698841699,0.3273263614417776,0.9302469135802468,0.5,1.0,0.6666666666666666,4,0.5,,,0.2090287999890279,,8.0,,1,0,,,,,,0.3333333333333333
S04,S04,1249,1249,SC-L1,16,680,4,0.0031309000041801,0.0002203999902121,162889728,0.8611111111111112,0.8610038610038611,0.3090330305044373,0.9380246913580248,1.0,1.0,1.0,0,0.0,,,4.301706400001422,,4.0,0.9,80,0,4.0,4.0,0.2949794576309907,0.0342936103551649,0.3292730679861557,1.0
S04,S04,1249,1249,SC-SHIL,16,680,4,0.0028203999972902,0.0002144000027328,150900736,0.8611111111111112,0.8610038610038611,0.3090330305044373,0.9380246913580248,1.0,1.0,1.0,0,0.0,,,11.626699999993434,,4.0,0.9,80,0,4.0,4.0,0.2949794576309907,0.0342936103551649,0.3292730679861557,1.0
S04,S04,1277,1277,L1-full,16,680,134,0.0054185000190045,0.0011485999857541,148246528,0.8555555555555555,0.8553948832035595,0.5180503574529656,0.909753086419753,0.0298507462686567,1.0,0.0579710144927536,130,0.9701492537313432,,,0.0875764999946113,0.25,,,5,0,,,,,,0.12376187669509589
S04,S04,1277,1277,L1-top8,16,680,8,0.0024804999993648,0.0002112999791279,148287488,0.9111111111111112,0.9110671936758892,0.2273150933880208,0.9692592592592592,0.5,1.0,0.6666666666666666,4,0.5,,,0.0875764999946113,0.25,8.0,,5,0,,,,,,0.3367003367003367
S04,S04,1277,1277,L1-match,16,680,4,0.0024290999863296,0.0001862999924924,148295680,0.9166666666666666,0.9166023166023166,0.1980584937777142,0.9811111111111112,1.0,1.0,1.0,0,0.0,,,0.0875764999946113,0.25,4.0,,5,0,,,,,,1.0
S04,S04,1277,1277,SHIL-k8,16,680,8,0.002538300002925,0.0002247999946121,148303872,0.9055555555555556,0.905412506568576,0.211868087188235,0.974074074074074,0.5,1.0,0.6666666666666666,4,0.5,,,0.1536980000091716,,8.0,,1,0,,,,,,0.3333333333333333
S04,S04,1277,1277,SC-L1,16,680,4,0.0023842999944463,0.0001912000006996,165253120,0.9166666666666666,0.9166023166023166,0.1980584937777142,0.9811111111111112,1.0,1.0,1.0,0,0.0,,,4.12257349997526,,4.0,0.9,80,0,4.0,4.0,0.2639185049560725,0.0378221449910851,0.3000326021547842,1.0
S04,S04,1277,1277,SC-SHIL,16,680,4,0.0031803000019863,0.0002419999800622,153251840,0.9166666666666666,0.9166023166023166,0.1980584937777142,0.9811111111111112,1.0,1.0,1.0,0,0.0,,,7.666352900007041,,4.0,0.8,80,0,4.0,4.0,0.2639185049560725,0.0378221449910851,0.3017406499471577,1.0
S05,S05,1103,1103,L1-full,16,680,113,0.0225150000187568,0.0036850000033155,121688064,0.8808333333333334,0.8808233191816812,0.2536504615381165,0.9614166666666666,0.0353982300884955,1.0,0.0683760683760683,109,0.9646017699115044,,,1.62616290000733,0.05,,,5,0,,,,,,0.11014706417797271
S05,S05,1103,1103,L1-top8,16,680,8,0.0061516000132542,0.0006694000039715,121729024,0.8983333333333333,0.8983194934866134,0.214927512072945,0.9714111111111112,0.5,1.0,0.6666666666666666,4,0.5,,,1.62616290000733,0.05,8.0,,5,0,,,,,,0.3333333333333333
S05,S05,1103,1103,L1-match,16,680,4,0.0048458999954164,0.0003298000083304,121741312,0.8991666666666667,0.8991548313656255,0.2115880384762748,0.9725138888888888,1.0,1.0,1.0,0,0.0,,,1.62616290000733,0.05,4.0,,5,0,,,,,,1.0
S05,S05,1103,1103,SHIL-k8,16,680,8,0.0067025999887846,0.0004322000022511,121741312,0.8991666666666667,0.8991509089961973,0.2114817673714807,0.97255,0.5,1.0,0.6666666666666666,4,0.5,,,4.77544329999364,,8.0,,1,0,,,,,,0.3333333333333333
S05,S05,1103,1103,SC-L1,16,680,4,0.0059990000154357,0.0005644000193569,240693248,0.8991666666666667,0.8991548313656255,0.2115880384762748,0.9725138888888888,1.0,1.0,1.0,0,0.0,,,44.43231879998348,,4.0,0.9,80,0,4.0,4.0,0.2394124272102932,0.0132058046675454,0.2526182318778386,1.0
S05,S05,1103,1103,SC-SHIL,16,680,4,0.005839499994181,0.0004439000040292,198737920,0.8991666666666667,0.8991548313656255,0.2115880384762748,0.9725138888888888,1.0,1.0,1.0,0,0.0,,,76.55243550002342,,4.0,0.9,80,0,4.0,4.0,0.2394124272102932,0.0132058046675454,0.2526182318778386,1.0
S05,S05,1129,1129,L1-full,16,680,115,0.0260678000049665,0.0055974000133574,124768256,0.8741666666666666,0.8741595881434998,0.2767611575457668,0.9559,0.0347826086956521,1.0,0.0672268907563025,111,0.9652173913043478,,,1.54786689998582,0.05,,,5,0,,,,,,0.11947287534734424
S05,S05,1129,1129,L1-top8,16,680,8,0.0100699000176973,0.0005027999868616,124792832,0.8941666666666667,0.894150127624108,0.2293051344344024,0.9671972222222224,0.5,1.0,0.6666666666666666,4,0.5,,,1.54786689998582,0.05,8.0,,5,0,,,,,,0.3333333333333333
S05,S05,1129,1129,L1-match,16,680,4,0.0054445000132545,0.0005770999996457,124792832,0.8958333333333334,0.8958124234655427,0.2245046290272508,0.9685416666666666,1.0,1.0,1.0,0,0.0,,,1.54786689998582,0.05,4.0,,5,0,,,,,,1.0
S05,S05,1129,1129,SHIL-k8,16,680,8,0.0080051999830175,0.0004955999902449,124796928,0.8941666666666667,0.8941342452792834,0.2268762930905428,0.9680833333333334,0.5,1.0,0.6666666666666666,4,0.5,,,5.588102699985029,,8.0,,1,0,,,,,,0.34680134680134683
S05,S05,1129,1129,SC-L1,16,680,4,0.0059748999774456,0.0005553000082727,243814400,0.8958333333333334,0.8958124234655427,0.2245046290272508,0.9685416666666666,1.0,1.0,1.0,0,0.0,,,41.72976949997246,,4.0,0.9,80,0,4.0,4.0,0.2207955305624299,0.0125282499898154,0.2333237805522453,1.0
S05,S05,1129,1129,SC-SHIL,16,680,4,0.0061620000051334,0.0005879999953322,172597248,0.8958333333333334,0.8958124234655427,0.2245046290272508,0.9685416666666666,1.0,1.0,1.0,0,0.0,,,71.26270289998502,,4.0,0.9,80,0,4.0,4.0,0.2207955305624299,0.0125282499898154,0.2333237805522453,1.0
S05,S05,1151,1151,L1-full,16,680,101,0.0267787000047974,0.0038201999850571,127807488,0.8883333333333333,0.8882886487928505,0.2542414227050489,0.9620944444444444,0.0396039603960396,1.0,0.0761904761904761,97,0.9603960396039604,,,1.8060724000097248,0.05,,,5,0,,,,,,0.09706357033555572
S05,S05,1151,1151,L1-top8,16,680,8,0.0058489999792072,0.0004382000188343,127840256,0.9058333333333334,0.9057924446374296,0.2140231673012382,0.9724583333333332,0.5,1.0,0.6666666666666666,4,0.5,,,1.8060724000097248,0.05,8.0,,5,0,,,,,,0.3333333333333333
S05,S05,1151,1151,L1-match,16,680,4,0.0057856000203173,0.000458599999547,127852544,0.91,0.9099509733076896,0.2096487980089815,0.9738694444444446,1.0,1.0,1.0,0,0.0,,,1.8060724000097248,0.05,4.0,,5,0,,,,,,1.0
S05,S05,1151,1151,SHIL-k8,16,680,8,0.0045531000068876,0.0003814999945461,127860736,0.9125,0.912467844089947,0.2135433606106301,0.9727888888888888,0.5,1.0,0.6666666666666666,4,0.5,,,5.952701599977445,,8.0,,1,0,,,,,,0.3333333333333333
S05,S05,1151,1151,SC-L1,16,680,4,0.0074313000077381,0.0004745000042021,246861824,0.91,0.9099509733076896,0.2096487980089815,0.9738694444444446,1.0,1.0,1.0,0,0.0,,,42.10052470001392,,4.0,0.9,80,0,4.0,4.0,0.2312268602645229,0.0128380709304915,0.2440649311950145,1.0
S05,S05,1151,1151,SC-SHIL,16,680,4,0.0056953000021167,0.0003487000067252,175689728,0.91,0.9099509733076896,0.2096487980089815,0.9738694444444446,1.0,1.0,1.0,0,0.0,,,71.54292300000088,,4.0,0.9,80,0,4.0,4.0,0.2312268602645229,0.0128380709304915,0.2440649311950145,1.0
S05,S05,1171,1171,L1-full,16,680,113,0.0167129000183194,0.0033516999974381,116060160,0.8875,0.8874824191279886,0.2741065338629009,0.9588305555555556,0.0353982300884955,1.0,0.0683760683760683,109,0.9646017699115044,,,1.9499279000156091,0.05,,,5,0,,,,,,0.10302162269238545
S05,S05,1171,1171,L1-top8,16,680,8,0.0049254999903496,0.000333900010446,116133888,0.8908333333333334,0.8908314380457995,0.2357273776724393,0.9658166666666668,0.5,1.0,0.6666666666666666,4,0.5,,,1.9499279000156091,0.05,8.0,,5,0,,,,,,0.34680134680134683
S05,S05,1171,1171,L1-match,16,680,4,0.0042262999922968,0.0004176000074949,116146176,0.8991666666666667,0.8991609944726058,0.2277387121555761,0.967925,1.0,1.0,1.0,0,0.0,,,1.9499279000156091,0.05,4.0,,5,0,,,,,,1.0
S05,S05,1171,1171,SHIL-k8,16,680,8,0.0044425000087358,0.0003984999784734,116150272,0.8975,0.8974913864289986,0.2297148167333389,0.9675083333333332,0.5,1.0,0.6666666666666666,4,0.5,,,5.729717899987008,,8.0,,1,0,,,,,,0.34680134680134683
S05,S05,1171,1171,SC-L1,16,680,4,0.0042997999989893,0.0004288999771233,235159552,0.8991666666666667,0.8991609944726058,0.2277387121555761,0.967925,1.0,1.0,1.0,0,0.0,,,41.54194819997065,,4.0,0.9,80,0,4.0,4.0,0.2112703576721566,0.0119092424999485,0.2231796001721052,1.0
S05,S05,1171,1171,SC-SHIL,16,680,4,0.0043044000049121,0.0004045999958179,178860032,0.8991666666666667,0.8991609944726058,0.2277387121555761,0.967925,1.0,1.0,1.0,0,0.0,,,64.06447730000946,,4.0,0.9,80,0,4.0,4.0,0.2112703576721566,0.0119092424999485,0.2231796001721052,1.0
S05,S05,1181,1181,L1-full,16,680,108,0.0198205000197049,0.0025745999882929,119214080,0.8791666666666667,0.8791625548369354,0.2714110384945489,0.9567027777777778,0.037037037037037,1.0,0.0714285714285714,104,0.9629629629629628,,,1.487109799985774,0.05,,,5,0,,,,,,0.11219765215788143
S05,S05,1181,1181,L1-top8,16,680,8,0.0056002000055741,0.0006264999974519,119250944,0.8908333333333334,0.890829618507852,0.2451152766490107,0.9627111111111112,0.5,1.0,0.6666666666666666,4,0.5,,,1.487109799985774,0.05,8.0,,5,0,,,,,,0.3333333333333333
S05,S05,1181,1181,L1-match,16,680,4,0.0063617999840062,0.0003909000079147,119263232,0.8883333333333333,0.8883283701497844,0.2382467140821192,0.964486111111111,1.0,1.0,1.0,0,0.0,,,1.487109799985774,0.05,4.0,,5,0,,,,,,1.0
S05,S05,1181,1181,SHIL-k8,16,680,8,0.0050901999929919,0.0003573000140022,119275520,0.8875,0.8874992968706055,0.2372661355825359,0.9649472222222224,0.5,1.0,0.6666666666666666,4,0.5,,,5.058718499989482,,8.0,,1,0,,,,,,0.34680134680134683
S05,S05,1181,1181,SC-L1,16,680,4,0.0043968000099994,0.0003501999890431,238280704,0.8883333333333333,0.8883283701497844,0.2382467140821192,0.964486111111111,1.0,1.0,1.0,0,0.0,,,43.23697329999413,,4.0,0.9,80,0,4.0,4.0,0.2539978782542672,0.0152969594846786,0.2692948377389458,1.0
S05,S05,1181,1181,SC-SHIL,16,680,4,0.0052031000086572,0.0003226000117138,167079936,0.8883333333333333,0.8883283701497844,0.2382467140821192,0.964486111111111,1.0,1.0,1.0,0,0.0,,,69.7950453000085,,4.0,0.9,80,0,4.0,4.0,0.2539978782542672,0.0152969594846786,0.2692948377389458,1.0
